"Time","Whole","Hokkaido","Aomori","Iwate","Miyagi","Akita","Yamagata","Fukushima","Ibaraki","Tochigi","Gunma","Saitama","Chiba","Tokyo","Kanagawa","Niigata","Toyama","Ishikawa","Fukui","Yamanashi","Nagano","Gifu","Shizuoka","Aichi","Mie","Shiga","Kyoto","Osaka","Hyogo","Nara","Wakayama","Tottori","Shimane","Okayama","Hiroshima","Yamaguchi","Tokushima","Kagawa","Ehime","Kochi","Fukuoka","Saga","Nagasaki","Kumamoto","Oita","Miyazaki","Kagoshima","Okinawa"
179,NAN,1.252817518,0.749985162,NAN,1.500121636,NAN,NAN,0.500023263,1.138592675,1.232872202,NAN,1.022250405,1.254060398,1.168927951,1.18291843,1.142788955,0.500023263,NAN,NAN,NAN,NAN,1.769083924,1.181470971,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.180810896,1.40808164,1.148612829,NAN,NAN,NAN,1.246077336,NAN,0.749865911,0.94114803,NAN,NAN,1.722070678,NAN,1.063064737,NAN,NAN,NAN,1.07553077,1.290227346
180,NAN,1.252817518,0.749985162,NAN,1.500121636,NAN,NAN,0.500023263,1.138592675,1.232872202,NAN,1.022250405,1.254060398,1.168927951,1.18291843,1.142788955,0.500023263,NAN,NAN,NAN,0.94130003,1.769083924,NAN,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.180810896,1.40808164,1.148612829,NAN,NAN,NAN,1.246077336,NAN,0.749865911,0.94114803,NAN,NAN,1.722070678,NAN,1.063064737,NAN,NAN,NAN,1.07553077,1.290227346
181,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,NAN,0.500023263,1.138592675,1.232872202,NAN,1.022250405,1.254060398,1.168927951,1.18291843,1.142788955,0.500023263,NAN,0.749985162,NAN,0.94130003,1.769083924,2.27155264,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.180810896,1.40808164,1.148612829,NAN,NAN,NAN,1.246077336,NAN,0.749865911,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,NAN,NAN,NAN,1.07553077,1.290227346
182,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,0.500079856,0.500023263,1.138592675,1.232872202,1.142670131,1.022250405,1.254060398,1.168927951,1.18291843,1.142788955,NAN,NAN,0.749985162,NAN,0.94130003,1.769083924,2.27155264,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.378634841,1.40808164,1.148612829,NAN,NAN,NAN,1.246077336,NAN,NAN,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,NAN,NAN,NAN,1.183165618,1.290227346
183,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,0.500079856,0.500023263,1.138592675,1.232872202,1.142670131,1.022250405,0.978043329,1.168927951,1.18291843,1.142788955,NAN,NAN,0.749985162,NAN,0.94130003,1.769083924,2.27155264,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.378634841,1.40808164,1.148612829,NAN,NAN,1.333582382,1.246077336,NAN,NAN,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,NAN,NAN,NAN,1.183165618,1.290227346
184,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,0.500079856,0.500023263,1.138592675,1.232872202,1.142670131,1.022250405,0.978043329,1.168927951,1.18291843,1.142788955,NAN,NAN,0.749985162,NAN,0.94130003,1.769083924,2.27155264,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.378634841,1.006280972,1.148612829,NAN,NAN,1.333582382,1.246077336,0.800074437,NAN,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,NAN,NAN,NAN,1.183165618,1.290227346
185,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,0.500079856,0.500023263,1.138592675,1.232872202,1.142670131,1.022250405,0.978043329,1.168927951,0.94887416,NAN,NAN,1.276541455,0.749985162,1.237950746,0.94130003,1.769083924,2.27155264,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.378634841,1.006280972,1.148612829,NAN,NAN,1.333582382,1.246077336,0.800074437,NAN,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,2.941359828,NAN,NAN,1.183165618,1.290227346
186,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,0.500079856,0.500023263,1.138592675,1.232872202,1.142670131,1.022250405,0.978043329,1.168927951,0.94887416,1.538375307,NAN,1.276541455,0.749985162,1.237950746,0.94130003,1.769083924,2.27155264,2.154365986,1.142896152,1.16941877,1.27450767,1.36196491,1.378634841,1.006280972,1.148612829,NAN,NAN,1.333582382,1.246077336,0.800074437,NAN,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,2.941359828,NAN,NAN,1.183165618,1.290227346
187,NAN,1.252817518,0.749985162,NAN,0.931586528,NAN,0.500079856,NAN,1.138592675,1.232872202,1.142670131,1.022250405,0.978043329,1.168927951,0.94887416,1.538375307,0.800141182,1.276541455,0.749985162,1.237950746,0.94130003,1.769083924,2.27155264,1.481390253,1.142896152,1.16941877,1.27450767,1.36196491,1.378634841,1.006280972,1.148612829,NAN,NAN,1.333582382,1.299313713,0.800074437,NAN,0.94114803,NAN,0.500023263,1.722070678,NAN,1.063064737,2.941359828,NAN,NAN,1.183165618,1.290227346
188,NAN,1.178003689,NAN,NAN,0.931586528,NAN,0.500079856,NAN,1.464383927,1.232872202,1.142670131,1.022250405,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,0.749985162,1.237950746,0.94130003,1.769083924,2.27155264,1.481390253,1.142896152,1.16941877,1.115093769,1.36196491,1.378634841,1.006280972,1.148612829,NAN,NAN,1.333582382,1.299313713,0.800074437,NAN,0.94114803,0.944858961,0.500023263,1.722070678,NAN,1.063064737,2.941359828,NAN,NAN,1.183165618,1.290227346
189,NAN,1.178003689,NAN,NAN,0.931586528,NAN,NAN,NAN,1.464383927,1.232872202,1.142670131,1.022250405,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,0.749985162,1.237950746,0.94130003,1.221909822,2.27155264,1.481390253,1.142896152,1.172057923,1.115093769,1.231660236,1.378634841,1.006280972,1.229623274,NAN,NAN,1.333582382,1.299313713,0.800074437,NAN,0.94114803,0.944858961,NAN,1.722070678,1.479050354,2.609559856,2.941359828,NAN,NAN,1.183165618,NAN
190,NAN,1.178003689,NAN,NAN,0.931586528,NAN,NAN,NAN,1.464383927,0.930291552,1.142670131,1.080707583,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,NAN,1.237950746,0.94130003,1.221909822,2.27155264,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.378634841,1.006280972,1.229623274,NAN,0.749865911,1.333582382,1.299313713,NAN,NAN,0.94114803,0.944858961,0.749985162,1.722070678,1.479050354,2.609559856,2.941359828,NAN,NAN,1.183165618,1.578402782
191,NAN,1.178003689,NAN,NAN,0.931586528,NAN,NAN,0.500023263,1.464383927,0.930291552,1.142670131,1.080707583,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,NAN,1.237950746,0.94130003,1.221909822,2.27155264,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.378634841,1.006280972,1.229623274,NAN,0.749865911,1.333582382,1.299313713,0.9999242,NAN,0.94114803,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,2.941359828,NAN,1.249720062,1.183165618,1.578402782
192,NAN,1.178003689,NAN,NAN,0.931586528,NAN,NAN,0.500023263,1.464383927,0.930291552,1.142670131,1.080707583,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,0.964181918,1.237950746,1.258324622,1.221909822,2.27155264,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.378634841,1.006280972,1.229623274,NAN,0.749865911,1.333582382,1.299313713,0.9999242,NAN,0.94114803,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,2.941359828,NAN,1.249720062,1.183165618,1.578402782
193,NAN,1.178003689,NAN,NAN,0.948369289,NAN,NAN,0.500023263,1.464383927,0.930291552,1.142670131,1.080707583,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,0.964181918,1.237950746,1.258324622,1.221909822,0.915437274,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.378634841,1.006280972,1.229623274,NAN,0.749865911,1.333582382,1.299313713,0.9999242,2.048599426,0.94114803,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,2.941359828,NAN,1.249720062,1.183165618,1.578402782
194,NAN,1.178003689,NAN,NAN,0.948369289,0.500023263,NAN,0.500023263,1.464383927,0.930291552,NAN,1.080707583,0.978043329,1.10318883,0.94887416,1.538375307,0.800141182,1.276541455,0.964181918,1.237950746,1.258324622,1.221909822,0.915437274,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.112372933,1.006280972,1.229623274,0.937497855,0.749865911,1.333582382,1.299313713,0.9999242,2.048599426,0.94114803,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,2.941359828,NAN,1.249720062,0.754468359,1.578402782
195,NAN,1.178003689,NAN,NAN,0.948369289,0.500023263,NAN,0.500023263,1.464383927,0.930291552,NAN,1.080707583,1.195006753,1.10318883,0.94887416,1.538375307,NAN,1.276541455,0.964181918,1.237950746,1.258324622,1.221909822,0.915437274,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.112372933,1.006280972,1.229623274,0.937497855,0.749865911,0.905143741,1.299313713,0.9999242,2.048599426,NAN,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,2.941359828,NAN,1.249720062,0.754468359,1.578402782
196,NAN,1.178003689,NAN,NAN,0.948369289,0.500023263,NAN,NAN,1.464383927,0.930291552,1.44941204,1.080707583,1.195006753,1.10318883,0.94887416,1.538375307,1.628508684,1.276541455,0.964181918,1.237950746,1.258324622,1.221909822,0.915437274,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.112372933,1.095230051,1.229623274,0.937497855,0.749865911,0.905143741,1.299313713,0.9999242,2.048599426,NAN,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,2.941359828,NAN,1.249720062,0.754468359,1.578402782
197,NAN,1.178003689,NAN,NAN,0.948369289,0.500023263,NAN,NAN,1.464383927,0.930291552,1.44941204,1.080707583,1.195006753,1.10318883,1.183441218,1.538375307,1.628508684,1.867022996,0.964181918,NAN,1.258324622,1.221909822,0.915437274,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.112372933,1.095230051,1.229623274,0.937497855,0.749865911,0.905143741,1.299313713,0.9999242,2.048599426,NAN,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,0.830686828,1.538600843,1.249720062,0.754468359,1.578402782
198,NAN,1.178003689,NAN,0.500079856,0.948369289,0.500023263,NAN,0.666429692,1.464383927,0.930291552,1.44941204,1.080707583,1.195006753,1.10318883,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,1.258324622,1.221909822,0.915437274,1.481390253,1.691442738,1.172057923,1.115093769,1.231660236,1.112372933,1.095230051,1.229623274,0.937497855,0.749865911,0.905143741,1.299313713,0.9999242,2.048599426,NAN,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,0.830686828,1.538600843,1.249720062,0.754468359,1.578402782
199,NAN,1.178003689,NAN,0.500079856,0.948369289,NAN,NAN,0.666429692,1.464383927,0.930291552,1.44941204,1.080707583,1.195006753,1.10318883,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,1.258324622,1.221909822,0.915437274,0.892957749,1.691442738,1.172057923,1.115093769,1.231660236,1.112372933,1.095230051,1.229623274,0.937497855,0.749865911,0.905143741,0.833950243,0.9999242,2.048599426,NAN,0.944858961,0.749985162,1.12919354,1.479050354,2.609559856,0.830686828,1.538600843,1.249720062,0.754468359,1.578402782
200,NAN,0.942604002,NAN,0.500079856,0.948369289,NAN,NAN,0.666429692,0.936456407,0.930291552,1.44941204,1.080707583,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,1.258324622,1.221909822,0.915437274,0.892957749,1.691442738,1.172057923,0.910671082,1.231660236,1.112372933,1.095230051,1.229623274,0.937497855,NAN,0.905143741,0.833950243,0.9999242,2.048599426,NAN,0.944858961,NAN,1.12919354,1.479050354,2.609559856,0.830686828,1.538600843,1.249720062,0.754468359,1.578402782
201,NAN,0.942604002,NAN,0.500079856,0.948369289,NAN,NAN,0.666429692,0.936456407,0.930291552,1.44941204,1.080707583,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,1.258324622,0.855563118,0.915437274,0.892957749,1.691442738,1.021584335,0.910671082,0.950381282,1.112372933,1.095230051,0.647867881,0.937497855,NAN,0.905143741,0.833950243,0.9999242,2.048599426,NAN,0.944858961,0.666447872,1.12919354,1.0230189,0.659807071,0.830686828,1.538600843,1.249720062,0.754468359,1.578402782
202,NAN,0.942604002,NAN,0.500079856,0.948369289,NAN,NAN,0.666429692,0.936456407,1.064484564,1.44941204,0.994599275,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,1.258324622,0.855563118,0.915437274,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,1.112372933,1.095230051,0.647867881,0.937497855,NAN,0.905143741,0.833950243,0.9999242,2.048599426,NAN,0.944858961,0.666447872,1.12919354,1.0230189,0.659807071,0.830686828,1.538600843,1.249720062,0.754468359,1.092003883
203,NAN,0.942604002,NAN,0.500079856,0.948369289,NAN,NAN,0.666429692,0.936456407,1.064484564,1.44941204,0.994599275,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,1.258324622,0.855563118,0.915437274,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,1.112372933,1.095230051,0.647867881,0.937497855,NAN,0.905143741,0.833950243,0.99991855,2.048599426,NAN,0.944858961,0.666447872,NAN,1.0230189,0.659807071,0.830686828,1.538600843,0.748377998,0.754468359,1.092003883
204,NAN,0.942604002,NAN,NAN,0.948369289,NAN,NAN,NAN,0.936456407,1.064484564,1.44941204,0.994599275,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,0.83487714,0.855563118,0.915437274,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,1.112372933,1.095230051,0.647867881,0.937497855,NAN,0.905143741,0.833950243,0.99991855,2.048599426,1.096875871,0.944858961,0.666447872,NAN,1.0230189,0.659807071,0.830686828,1.538600843,0.748377998,0.754468359,1.092003883
205,NAN,0.942604002,NAN,0.666447872,0.948369289,NAN,NAN,1.052631389,0.936456407,1.064484564,1.44941204,0.994599275,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,0.83487714,0.855563118,0.927695178,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,1.112372933,1.095230051,0.647867881,0.937497855,NAN,0.905143741,0.833950243,0.99991855,0.74788731,1.096875871,0.944858961,0.666447872,NAN,1.0230189,0.659807071,0.830686828,1.538600843,0.748377998,0.754468359,1.092003883
206,NAN,0.942604002,NAN,0.666447872,0.948369289,NAN,NAN,1.052631389,0.936456407,1.064484564,1.44941204,0.994599275,1.195006753,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,0.83487714,0.855563118,0.927695178,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,0.906437844,1.095230051,0.647867881,0.937497855,NAN,0.905143741,0.833950243,0.99991855,0.74788731,1.096875871,0.944858961,0.666447872,NAN,1.0230189,0.659807071,0.830686828,1.538600843,0.748377998,0.754468359,1.092003883
207,NAN,0.942604002,NAN,0.666447872,0.948369289,0.481445064,NAN,1.052631389,0.936456407,1.064484564,1.44941204,0.994599275,0.941842651,0.907704556,1.183441218,0.869615036,1.628508684,1.867022996,0.964181918,1.050101908,0.83487714,0.855563118,0.927695178,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,0.906437844,1.095230051,0.647867881,0.937497855,NAN,0.86352901,0.833950243,0.99991855,0.74788731,1.096875871,NAN,0.666447872,NAN,1.0230189,0.659807071,0.830686828,1.538600843,0.748377998,0.754468359,1.092003883
208,NAN,0.942604002,NAN,0.666447872,0.948369289,0.481445064,NAN,1.052631389,0.936456407,1.064484564,1.19335883,0.994599275,0.941842651,0.907704556,1.183441218,0.869615036,0.932851092,1.867022996,0.964181918,1.050101908,0.83487714,0.855563118,0.927695178,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,0.906437844,0.903470637,0.647867881,0.937497855,0.097108732,0.86352901,0.833950243,0.99991855,0.74788731,1.096875871,0.857108011,0.666447872,NAN,1.0230189,0.659807071,0.830686828,1.538600843,0.748377998,0.754468359,1.092003883
209,NAN,0.942604002,NAN,0.666447872,0.948369289,0.481445064,NAN,1.052631389,0.936456407,1.064484564,1.19335883,0.994599275,0.941842651,0.907704556,0.993645091,0.869615036,0.932851092,1.077658264,0.964181918,1.050101908,0.83487714,0.855563118,0.927695178,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,0.906437844,0.903470637,0.647867881,0.937497855,0.097108732,0.86352901,0.833950243,0.99991855,0.74788731,1.096875871,0.857108011,0.666447872,NAN,1.0230189,0.659807071,1.386969598,NAN,0.748377998,0.754468359,1.092003883
210,NAN,0.942604002,NAN,0.666447872,0.948369289,0.481445064,NAN,1.052631389,0.936456407,1.064484564,1.19335883,0.994599275,0.941842651,0.907704556,0.993645091,0.869615036,0.932851092,1.077658264,0.964181918,NAN,0.83487714,0.855563118,0.927695178,0.892957749,0.869825395,1.021584335,0.910671082,0.950381282,0.906437844,0.903470637,0.647867881,NAN,0.097108732,0.86352901,0.833950243,0.99991855,0.74788731,1.096875871,0.857108011,NAN,NAN,1.0230189,0.659807071,1.386969598,0.953592216,0.748377998,0.754468359,1.092003883
211,NAN,0.942604002,NAN,NAN,0.948369289,0.481445064,NAN,1.052631389,0.936456407,1.064484564,1.19335883,0.994599275,0.941842651,0.907704556,0.993645091,0.869615036,0.932851092,1.077658264,NAN,0.941062739,0.83487714,0.855563118,0.927695178,0.894973648,0.869825395,1.021584335,0.910671082,0.950381282,0.906437844,0.903470637,0.647867881,NAN,0.097108732,0.86352901,0.701110054,0.99991855,0.74788731,1.096875871,0.857108011,NAN,NAN,1.0230189,0.659807071,1.386969598,0.953592216,0.748377998,NAN,1.092003883
212,NAN,1.022515003,NAN,NAN,0.948369289,0.481445064,NAN,1.052631389,0.860923267,1.064484564,1.19335883,0.994599275,0.941842651,0.968189396,0.993645091,0.869615036,0.932851092,1.077658264,NAN,0.941062739,0.83487714,0.855563118,0.927695178,0.894973648,0.869825395,1.021584335,0.976548542,0.950381282,0.906437844,0.903470637,0.647867881,NAN,0.097108732,0.86352901,0.701110054,0.99991855,0.74788731,1.096875871,0.857108011,NAN,NAN,1.0230189,0.659807071,1.386969598,0.953592216,0.748377998,NAN,1.092003883
213,NAN,1.022515003,NAN,0.916333294,0.948369289,0.481445064,NAN,1.052631389,0.860923267,1.064484564,1.19335883,0.994599275,0.941842651,0.968189396,0.993645091,0.869615036,0.932851092,1.077658264,NAN,0.941062739,0.83487714,0.823168779,0.927695178,0.894973648,0.869825395,1.088974779,0.976548542,0.924002049,0.906437844,0.903470637,0.917707368,NAN,0.097108732,0.86352901,0.701110054,0.99991855,0.74788731,1.096875871,0.857108011,NAN,NAN,0.796479371,0.894149885,1.386969598,0.953592216,0.748377998,1.057902787,1.092003883
214,NAN,1.022515003,NAN,0.916333294,0.948369289,0.481445064,NAN,1.052631389,0.860923267,0.825314663,1.19335883,0.980007111,0.941842651,0.968189396,0.993645091,0.869615036,0.932851092,1.077658264,NAN,0.941062739,0.83487714,0.823168779,0.927695178,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.906437844,0.903470637,0.917707368,NAN,0.097108732,0.86352901,0.701110054,0.99991855,0.74788731,1.096875871,0.857108011,1.122860051,NAN,0.796479371,0.894149885,1.386969598,0.953592216,0.748377998,1.057902787,0.760607706
215,NAN,1.022515003,NAN,0.916333294,0.948369289,0.481445064,NAN,1.052631389,0.860923267,0.825314663,1.19335883,0.980007111,0.941842651,0.968189396,0.993645091,NAN,0.932851092,1.077658264,NAN,0.941062739,0.83487714,0.823168779,0.927695178,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.906437844,0.903470637,0.917707368,NAN,0.097108732,0.86352901,0.701110054,NAN,0.74788731,1.096875871,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,1.386969598,0.953592216,0.852152146,1.057902787,0.760607706
216,NAN,1.022515003,NAN,0.916333294,NAN,0.481445064,NAN,1.052631389,0.860923267,0.825314663,1.19335883,0.980007111,0.941842651,0.968189396,0.993645091,0.908840817,0.932851092,1.077658264,0.988531268,0.941062739,1.695773754,0.823168779,0.927695178,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.906437844,0.903470637,0.917707368,NAN,NAN,0.86352901,0.701110054,NAN,0.74788731,NAN,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,1.386969598,0.953592216,0.852152146,1.057902787,0.760607706
217,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,1.19335883,0.980007111,0.941842651,0.968189396,0.993645091,0.908840817,0.932851092,1.077658264,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.906437844,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,1.386969598,0.953592216,0.852152146,1.057902787,0.760607706
218,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,1.19335883,0.980007111,0.941842651,0.968189396,0.993645091,0.908840817,0.932851092,1.077658264,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,1.386969598,0.953592216,0.852152146,1.057902787,0.760607706
219,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,1.19335883,0.980007111,0.857945039,0.968189396,0.993645091,0.908840817,0.932851092,1.077658264,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,1.386969598,0.953592216,0.852152146,1.057902787,0.760607706
220,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,0.778644431,0.980007111,0.857945039,0.968189396,0.993645091,0.908840817,0.831599427,1.077658264,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,1.386969598,0.953592216,0.852152146,1.057902787,0.760607706
221,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,0.778644431,0.980007111,0.857945039,0.968189396,0.934498961,0.908840817,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,0.627063753,0.953592216,0.852152146,1.057902787,0.760607706
222,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,0.778644431,0.980007111,0.857945039,0.968189396,0.934498961,0.908840817,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.894973648,0.890167494,1.088974779,0.976548542,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,0.627063753,NAN,0.852152146,1.057902787,0.760607706
223,NAN,1.022515003,NAN,0.916333294,0.857090505,0.481445064,NAN,1.299284755,0.860923267,0.825314663,0.778644431,0.980007111,0.857945039,0.968189396,0.934498961,0.908840817,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.890647045,0.890167494,1.088974779,0.976548542,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,0.627063753,0.879360823,0.852152146,1.057902787,0.760607706
224,NAN,0.892724474,NAN,0.916333294,0.857090505,NAN,NAN,1.299284755,1.031741241,0.825314663,0.778644431,0.980007111,0.857945039,0.989908065,0.934498961,0.908840817,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.890647045,0.890167494,1.088974779,1.089960526,0.924002049,0.918857356,0.903470637,0.917707368,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.796479371,0.894149885,0.627063753,0.879360823,0.852152146,1.057902787,0.760607706
225,NAN,0.892724474,NAN,0.916333294,NAN,0.749865911,NAN,1.299284755,1.031741241,0.825314663,0.778644431,0.980007111,0.857945039,0.989908065,0.934498961,0.908840817,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.890647045,0.890167494,0.684433136,1.089960526,0.929670095,0.918857356,0.903470637,NAN,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,0.857108011,1.122860051,0.873033624,0.775581458,0.894149885,0.627063753,0.879360823,0.852152146,0.80682906,0.760607706
226,NAN,0.892724474,NAN,0.916333294,NAN,0.749865911,NAN,1.299284755,1.031741241,0.974590827,0.778644431,0.810704547,0.857945039,0.989908065,0.934498961,NAN,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.890647045,1.295785767,0.684433136,1.089960526,0.929670095,0.918857356,0.903470637,NAN,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,NAN,NAN,0.873033624,0.775581458,0.894149885,0.627063753,0.879360823,0.852152146,0.80682906,0.827325998
227,NAN,0.892724474,NAN,0.916333294,1.347713267,0.749865911,NAN,1.299284755,1.031741241,0.974590827,0.778644431,0.810704547,0.857945039,0.989908065,0.934498961,0.999896356,0.831599427,0.9591499,0.988531268,0.941062739,1.695773754,0.823168779,0.883676325,0.890647045,1.295785767,0.684433136,1.089960526,0.929670095,0.918857356,0.903470637,0.94735938,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,NAN,0.783194108,0.82800948,0.775581458,0.894149885,0.627063753,0.879360823,0.852152146,0.80682906,0.827325998
228,NAN,0.892724474,NAN,0.916333294,1.347713267,0.749865911,NAN,1.299284755,1.031741241,0.974590827,0.778644431,0.810704547,0.857945039,0.989908065,0.934498961,0.999896356,0.831599427,0.9591499,0.988531268,0.941062739,0.613999276,0.823168779,0.883676325,0.890647045,1.295785767,0.684433136,1.089960526,0.929670095,0.918857356,NAN,0.94735938,NAN,0.800042843,0.86352901,0.701110054,1.461326417,0.879865296,1.0198674,NAN,0.783194108,0.82800948,0.775581458,0.894149885,0.627063753,0.879360823,0.852152146,0.80682906,0.827325998
