"Time","Whole","Hokkaido","Aomori","Iwate","Miyagi","Akita","Yamagata","Fukushima","Ibaraki","Tochigi","Gunma","Saitama","Chiba","Tokyo","Kanagawa","Niigata","Toyama","Ishikawa","Fukui","Yamanashi","Nagano","Gifu","Shizuoka","Aichi","Mie","Shiga","Kyoto","Osaka","Hyogo","Nara","Wakayama","Tottori","Shimane","Okayama","Hiroshima","Yamaguchi","Tokushima","Kagawa","Ehime","Kochi","Fukuoka","Saga","Nagasaki","Kumamoto","Oita","Miyazaki","Kagoshima","Okinawa"
65,NAN,0.816506653,NAN,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,1.101059132,1.212149881,3.298246618,1.274047127,1.271805464,0.923061832,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.846092539,0.874772199,0.666447872,1.555448226,0.858922975,0.765936628,NAN,0.666447872,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,NAN,NAN,NAN,NAN
66,NAN,0.816506653,NAN,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,1.101059132,1.212149881,3.298246618,1.274047127,1.271805464,0.923061832,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.846092539,0.874772199,0.666447872,1.555448226,0.858922975,0.765936628,NAN,0.666447872,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,0.981163007,NAN,NAN,NAN
67,NAN,0.816506653,NAN,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,1.101059132,1.212149881,3.298246618,1.274047127,1.271805464,0.923061832,NAN,NAN,NAN,NAN,NAN,NAN,NAN,0.846092539,0.874772199,0.666447872,1.555448226,0.858922975,0.765936628,NAN,0.666447872,NAN,NAN,NAN,1.600016878,NAN,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,0.981163007,NAN,NAN,NAN
68,NAN,1.174028443,NAN,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,1.101059132,1.212149881,3.298246618,1.442524174,1.271805464,0.923061832,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.146229959,0.874772199,NAN,1.555448226,1.566250969,0.765936628,NAN,0.666447872,NAN,NAN,NAN,1.600016878,NAN,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,0.981163007,NAN,NAN,NAN
69,NAN,1.174028443,NAN,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,1.101059132,1.212149881,3.298246618,1.442524174,1.271805464,0.923061832,NAN,NAN,NAN,NAN,NAN,1.320658872,NAN,1.146229959,NAN,NAN,1.555448226,1.566250969,0.765936628,NAN,0.666447872,NAN,NAN,NAN,1.600016878,0.666447872,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,0.981163007,NAN,NAN,NAN
70,NAN,1.174028443,0.909288546,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,1.101059132,1.212149881,3.298246618,1.442524174,1.271805464,0.923061832,NAN,NAN,NAN,NAN,NAN,1.320658872,NAN,1.146229959,NAN,0.500023263,1.555448226,1.566250969,0.765936628,NAN,NAN,NAN,NAN,NAN,1.600016878,0.666447872,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,0.981163007,NAN,NAN,0.833529691
71,NAN,1.174028443,0.909288546,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,NAN,1.212149881,3.298246618,1.442524174,1.271805464,0.923061832,NAN,NAN,NAN,NAN,1.217032499,1.320658872,NAN,1.146229959,NAN,0.500023263,1.555448226,1.566250969,0.765936628,NAN,NAN,NAN,NAN,NAN,1.600016878,0.666447872,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,NAN,0.981163007,NAN,NAN,0.833529691
72,NAN,1.174028443,0.909288546,NAN,NAN,NAN,NAN,NAN,1.224488075,0.933304913,NAN,1.212149881,3.298246618,1.442524174,1.271805464,NAN,NAN,NAN,1.285071058,NAN,1.217032499,1.320658872,NAN,1.146229959,NAN,0.500023263,1.555448226,1.566250969,1.272585291,NAN,NAN,NAN,NAN,NAN,1.600016878,0.666447872,NAN,NAN,NAN,NAN,1.87262072,NAN,NAN,1.143013916,0.981163007,NAN,NAN,0.833529691
73,NAN,1.174028443,0.909288546,NAN,1.445699806,NAN,NAN,NAN,1.224488075,0.933304913,NAN,1.212149881,3.298246618,1.442524174,1.271805464,1.103464339,NAN,NAN,1.285071058,NAN,1.217032499,1.320658872,NAN,1.146229959,NAN,0.500023263,1.555448226,1.566250969,1.272585291,NAN,NAN,NAN,NAN,NAN,1.600016878,0.666447872,NAN,NAN,1.183210125,NAN,1.87262072,NAN,NAN,1.143013916,0.981163007,NAN,NAN,0.833529691
74,NAN,1.174028443,0.909288546,NAN,1.445699806,0.777805363,NAN,NAN,1.224488075,0.933304913,1.111407612,1.212149881,3.298246618,1.442524174,1.271805464,1.103464339,NAN,NAN,1.285071058,NAN,1.217032499,1.320658872,NAN,1.146229959,NAN,0.500023263,1.555448226,1.566250969,1.272585291,NAN,NAN,NAN,NAN,0.928496625,1.600016878,0.666447872,NAN,NAN,1.183210125,1.083221597,1.87262072,NAN,NAN,1.143013916,0.981163007,NAN,NAN,0.833529691
75,NAN,1.174028443,0.909288546,NAN,1.445699806,0.777805363,NAN,NAN,1.224488075,0.933304913,1.111407612,1.212149881,1.024418321,1.442524174,1.271805464,1.103464339,NAN,1.612998074,1.285071058,NAN,1.217032499,1.320658872,1.397739514,1.146229959,NAN,0.500023263,1.555448226,1.566250969,1.272585291,1.226556592,NAN,NAN,NAN,0.928496625,1.600016878,0.666447872,NAN,NAN,1.183210125,1.083221597,1.87262072,NAN,NAN,1.143013916,0.981163007,NAN,NAN,0.833529691
76,NAN,1.174028443,0.909288546,NAN,1.445699806,0.777805363,NAN,NAN,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.442524174,1.271805464,1.103464339,NAN,1.612998074,1.285071058,NAN,1.217032499,1.320658872,1.397739514,1.146229959,NAN,0.500023263,1.105681642,1.566250969,1.272585291,1.226556592,NAN,NAN,NAN,0.928496625,1.600016878,0.666447872,NAN,NAN,1.183210125,1.083221597,1.330089317,NAN,NAN,1.143013916,0.981163007,NAN,NAN,0.833529691
77,NAN,1.174028443,0.909288546,NAN,1.445699806,0.777805363,NAN,NAN,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.442524174,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,1.217032499,1.320658872,1.397739514,1.146229959,0.500079856,NAN,1.105681642,1.566250969,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.600016878,NAN,NAN,NAN,1.183210125,1.083221597,1.330089317,NAN,NAN,1.143013916,0.981163007,NAN,NAN,0.833529691
78,NAN,1.174028443,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.442524174,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,1.217032499,1.320658872,1.397739514,1.146229959,0.500079856,1.158945186,1.105681642,1.566250969,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.600016878,NAN,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,1.143013916,NAN,NAN,NAN,0.833529691
79,NAN,1.174028443,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.442524174,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,1.217032499,1.320658872,1.397739514,1.146229959,0.500079856,1.158945186,1.105681642,1.566250969,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,NAN,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,1.143013916,0.968740113,NAN,0.666429692,0.833529691
80,NAN,1.153917746,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.120314223,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,1.217032499,1.320658872,1.397739514,1.027733937,0.500079856,1.158945186,1.105681642,1.07868996,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,NAN,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,1.143013916,0.968740113,NAN,0.666429692,NAN
81,NAN,1.153917746,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.120314223,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,1.217032499,0.912227652,1.397739514,1.027733937,0.500079856,1.158945186,1.105681642,1.07868996,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,0.960199016,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,1.143013916,0.968740113,0.71437928,0.666429692,1.270553221
82,NAN,1.153917746,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,0.933304913,1.111407612,1.481005445,1.024418321,1.120314223,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,1.217032499,0.912227652,1.397739514,1.027733937,0.500079856,1.158945186,1.105681642,1.07868996,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,0.960199016,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,1.143013916,0.968740113,0.71437928,0.666429692,1.270553221
83,NAN,1.153917746,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,NAN,1.111407612,1.481005445,1.024418321,1.120314223,1.34701179,1.103464339,1.611173226,1.612998074,1.285071058,1.272788759,0.960119417,0.912227652,1.397739514,1.027733937,0.500079856,1.158945186,1.105681642,1.07868996,1.272585291,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,0.960199016,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,1.143013916,0.968740113,0.71437928,0.666429692,1.270553221
84,NAN,1.153917746,0.909288546,NAN,1.445699806,0.777805363,1.21337962,1.070872634,1.162957053,0.945845293,1.111407612,1.481005445,1.024418321,1.120314223,1.34701179,1.103464339,1.611173226,1.612998074,0.783537041,1.272788759,0.960119417,0.912227652,1.397739514,1.027733937,NAN,1.158945186,1.105681642,1.07868996,1.114412816,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,0.960199016,NAN,NAN,1.183210125,1.083221597,1.330089317,0.999919634,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
85,NAN,1.153917746,0.909288546,NAN,0.835147052,0.777805363,1.21337962,1.070872634,1.162957053,0.945845293,1.111407612,1.481005445,1.024418321,1.120314223,1.34701179,1.225519564,1.611173226,1.612998074,0.783537041,1.272788759,0.960119417,0.912227652,1.397739514,1.027733937,NAN,1.158945186,1.105681642,1.07868996,1.114412816,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,0.960199016,NAN,NAN,0.838125564,1.083221597,1.330089317,0.999919634,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
86,NAN,1.153917746,0.909288546,NAN,0.835147052,NAN,1.21337962,1.070872634,1.162957053,0.945845293,0.981001263,1.481005445,1.024418321,1.120314223,1.34701179,1.225519564,1.611173226,1.612998074,0.783537041,1.272788759,0.960119417,0.912227652,1.397739514,1.027733937,NAN,1.158945186,1.105681642,1.07868996,1.114412816,1.226556592,1.066579961,NAN,NAN,0.928496625,1.657919292,0.960199016,NAN,0.961538444,0.838125564,0.921136492,1.330089317,0.999919634,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
87,NAN,1.153917746,0.909288546,NAN,0.835147052,NAN,1.21337962,1.070872634,1.162957053,0.945845293,0.981001263,1.481005445,0.937439536,1.120314223,1.34701179,1.225519564,1.611173226,0.88800989,0.783537041,1.272788759,0.960119417,0.912227652,0.812078613,1.027733937,0.937593735,1.158945186,1.105681642,1.07868996,1.114412816,1.123258695,1.066579961,NAN,0.93735992,0.928496625,1.657919292,0.960199016,NAN,0.961538444,0.838125564,0.921136492,1.330089317,0.999919634,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
88,NAN,1.153917746,0.909288546,NAN,0.835147052,0.600022503,1.21337962,1.070872634,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,1.120314223,1.34701179,1.225519564,1.611173226,0.88800989,0.783537041,1.272788759,0.960119417,0.912227652,0.812078613,1.027733937,0.937593735,1.158945186,0.988039775,1.07868996,1.114412816,1.123258695,1.066579961,NAN,0.93735992,0.928496625,1.657919292,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.999919634,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
89,NAN,1.153917746,0.909288546,NAN,0.835147052,0.600022503,1.21337962,1.070872634,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,1.120314223,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,1.027733937,0.937593735,1.158945186,0.988039775,1.07868996,1.114412816,1.123258695,0.914217205,NAN,0.93735992,0.928496625,1.657919292,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.999919634,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
90,NAN,1.153917746,0.909288546,NAN,0.835147052,0.600022503,0.773450687,NAN,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,1.120314223,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,1.027733937,0.937593735,0.917570984,0.988039775,1.07868996,1.114412816,1.123258695,0.914217205,NAN,0.93735992,0.928496625,1.657919292,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,NAN,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
91,NAN,1.153917746,0.909288546,NAN,0.835147052,0.600022503,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,1.120314223,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,1.027733937,0.937593735,0.917570984,0.988039775,1.07868996,1.114412816,1.123258695,0.914217205,NAN,0.93735992,NAN,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.916591322,0.912228726,0.968740113,0.71437928,NAN,1.270553221
92,NAN,1.152084725,0.909288546,NAN,0.835147052,0.600022503,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,1.114412816,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,NAN,0.912228726,0.968740113,0.71437928,NAN,1.270553221
93,NAN,1.152084725,NAN,NAN,0.835147052,0.600022503,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,1.114412816,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,NAN,0.749168887
94,NAN,1.152084725,NAN,NAN,0.835147052,0.600022503,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,1.114412816,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,NAN,0.749168887
95,NAN,1.152084725,NAN,NAN,0.835147052,0.600022503,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,1.114412816,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
96,NAN,1.152084725,NAN,NAN,0.835147052,NAN,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,1.225519564,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,0.758137663,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
97,NAN,1.152084725,NAN,NAN,0.835147052,NAN,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,NAN,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,0.758137663,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
98,NAN,1.152084725,NAN,NAN,0.835147052,NAN,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.937439536,0.951954346,0.878491598,0.896618443,1.22862204,0.88800989,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,0.758137663,1.123258695,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
99,NAN,1.152084725,NAN,NAN,0.835147052,NAN,0.773450687,1.034533057,0.924165635,0.945845293,0.981001263,0.876261231,0.733384779,0.951954346,0.878491598,0.896618443,1.22862204,0.953733092,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.988039775,0.915702735,0.758137663,0.598173316,0.914217205,NAN,0.93735992,0.749985162,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.886745904,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
100,NAN,1.152084725,NAN,NAN,0.835147052,NAN,0.773450687,1.034533057,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,0.951954346,0.878491598,0.896618443,1.22862204,0.953733092,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.778786481,0.915702735,0.758137663,0.598173316,0.914217205,NAN,0.93735992,NAN,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
101,NAN,1.152084725,NAN,NAN,0.835147052,NAN,0.773450687,1.034533057,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,0.951954346,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.778786481,0.915702735,0.758137663,0.598173316,0.914217205,NAN,NAN,NAN,0.760294335,0.960199016,NAN,0.961538444,0.838125564,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,0.968740113,NAN,0.666532763,0.749168887
102,NAN,1.152084725,NAN,NAN,NAN,NAN,0.773450687,1.034533057,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,0.951954346,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.778786481,0.915702735,0.758137663,0.598173316,0.914217205,NAN,NAN,0.500079856,0.760294335,NAN,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,0.968740113,NAN,NAN,0.749168887
103,NAN,1.152084725,NAN,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,0.951954346,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.926884388,0.937593735,0.917570984,0.778786481,0.915702735,0.758137663,0.598173316,0.914217205,NAN,0.714131303,0.500079856,0.760294335,NAN,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,NAN,NAN,NAN,0.749168887
104,NAN,0.873602646,NAN,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,0.960119417,0.912227652,0.812078613,0.775695382,0.937593735,0.917570984,0.778786481,0.855129975,0.758137663,0.598173316,0.914217205,NAN,0.714131303,0.500079856,0.760294335,NAN,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,NAN,NAN,NAN,0.749168887
105,NAN,0.873602646,0.749742846,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,0.960119417,NAN,0.812078613,0.775695382,0.937593735,0.917570984,0.778786481,0.855129975,0.758137663,0.598173316,0.914217205,NAN,0.714131303,0.500079856,0.760294335,0.833284157,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,NAN,NAN,NAN,0.749168887
106,NAN,0.873602646,0.749742846,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,NAN,NAN,0.812078613,0.775695382,NAN,0.917570984,0.778786481,0.855129975,0.758137663,0.598173316,0.914217205,NAN,0.714131303,0.500079856,0.760294335,0.833284157,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,0.992678424,0.912228726,NAN,NAN,NAN,0.749168887
107,NAN,0.873602646,0.749742846,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,0.945845293,0.981001263,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,NAN,NAN,0.812078613,0.775695382,NAN,0.917570984,0.778786481,0.855129975,0.758137663,0.598173316,0.914217205,NAN,0.714131303,0.500079856,0.760294335,0.833284157,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,NAN,0.912228726,NAN,NAN,NAN,0.749168887
108,NAN,0.873602646,0.749742846,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,NAN,0.981001263,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,0.783537041,0.766596862,NAN,NAN,0.812078613,0.775695382,NAN,0.917570984,0.778786481,0.855129975,0.824323438,0.598173316,0.914217205,NAN,0.714131303,0.500079856,0.760294335,0.833284157,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,NAN,NAN,NAN,NAN,NAN,0.749168887
109,NAN,0.873602646,0.749742846,NAN,0.749830819,NAN,0.773450687,0.812481655,0.633668581,NAN,NAN,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,NAN,0.766596862,0.90010691,NAN,0.812078613,0.775695382,NAN,0.917570984,0.778786481,0.855129975,0.824323438,0.598173316,0.914217205,NAN,NAN,0.500079856,0.760294335,0.833284157,NAN,NAN,NAN,0.921136492,0.689622666,0.984314459,NAN,NAN,NAN,NAN,NAN,0.749168887
110,NAN,0.873602646,NAN,NAN,NAN,NAN,0.773450687,0.812481655,0.633668581,NAN,NAN,0.872312579,0.733384779,NAN,0.847860928,0.896618443,0.674146726,0.953733092,NAN,0.766596862,0.90010691,NAN,0.812078613,0.775695382,NAN,NAN,0.778786481,0.855129975,0.824323438,0.598173316,0.914217205,NAN,NAN,NAN,0.760294335,0.833284157,NAN,NAN,NAN,NAN,0.689622666,0.984314459,NAN,NAN,NAN,NAN,NAN,0.749168887
111,NAN,0.873602646,NAN,NAN,NAN,NAN,NAN,0.812481655,0.633668581,NAN,NAN,0.872312579,0.742192741,NAN,0.847860928,0.896618443,0.674146726,0.678010693,NAN,0.766596862,0.90010691,NAN,0.812078613,0.775695382,NAN,NAN,0.778786481,0.855129975,0.824323438,0.598173316,0.914217205,NAN,NAN,NAN,0.760294335,0.833284157,NAN,NAN,NAN,NAN,0.689622666,0.984314459,NAN,NAN,NAN,NAN,NAN,0.749168887
112,NAN,0.873602646,NAN,NAN,NAN,NAN,NAN,0.812481655,0.633668581,NAN,NAN,0.870085712,0.742192741,NAN,0.847860928,0.896618443,0.674146726,0.678010693,NAN,0.766596862,0.90010691,NAN,0.812078613,0.775695382,NAN,NAN,0.778786481,0.855129975,0.824323438,0.598173316,NAN,NAN,NAN,NAN,0.760294335,0.833284157,NAN,NAN,NAN,NAN,0.754755799,0.984314459,NAN,NAN,NAN,NAN,NAN,NAN
113,NAN,0.873602646,NAN,NAN,NAN,NAN,NAN,0.812481655,0.633668581,NAN,NAN,0.870085712,0.742192741,NAN,0.990092926,0.896618443,NAN,0.678010693,NAN,0.766596862,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.855129975,0.824323438,0.598173316,NAN,NAN,NAN,NAN,0.760294335,0.833284157,NAN,NAN,NAN,NAN,0.754755799,0.984314459,NAN,NAN,NAN,NAN,NAN,NAN
114,NAN,0.873602646,NAN,NAN,NAN,NAN,NAN,0.812481655,0.633668581,NAN,NAN,0.870085712,0.742192741,NAN,0.990092926,0.896618443,0.785851588,0.678010693,NAN,0.766596862,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.855129975,0.824323438,0.598173316,NAN,NAN,NAN,NAN,0.760294335,0.833284157,NAN,NAN,NAN,NAN,0.754755799,0.984314459,NAN,NAN,NAN,NAN,NAN,NAN
115,NAN,0.873602646,NAN,NAN,NAN,NAN,NAN,0.812481655,0.633668581,0.899889323,NAN,0.870085712,0.742192741,NAN,0.990092926,0.896618443,0.785851588,0.678010693,NAN,NAN,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.855129975,0.824323438,0.598173316,NAN,NAN,NAN,NAN,NAN,0.833284157,NAN,NAN,NAN,NAN,0.754755799,0.984314459,NAN,NAN,NAN,NAN,NAN,NAN
116,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,0.812481655,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,0.896618443,0.785851588,0.678010693,NAN,NAN,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,0.598173316,NAN,NAN,NAN,0.500023263,NAN,0.833284157,NAN,NAN,NAN,NAN,0.754755799,NAN,NAN,NAN,NAN,NAN,NAN,NAN
117,NAN,0.806123749,NAN,NAN,NAN,NAN,NAN,0.812481655,NAN,0.899889323,NAN,0.870085712,0.742192741,0.718540386,0.990092926,0.896618443,0.785851588,0.678010693,NAN,NAN,0.90010691,NAN,NAN,0.775695382,NAN,NAN,0.778786481,0.737079138,0.824323438,0.598173316,NAN,NAN,NAN,0.500023263,NAN,NAN,NAN,NAN,NAN,NAN,0.754755799,NAN,NAN,NAN,NAN,NAN,NAN,NAN
